"spkid","full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
54091650,"       (2020 WZ1)",1.041,0.3718,45.24,263.59,342.28,0.654,1.43,1.06,407,2,97,,,20.40
54091651,"       (2020 WB2)",2.741,0.7139,4.09,233.04,122.45,0.784,4.70,4.54,28,7,152,,,23.40
54091652,"       (2020 WC2)",2.082,0.7565,2.57,228.11,295.05,0.507,3.66,3,9,9,35,,,25.00
54091653,"       (2020 WD2)",1.607,0.4058,1.67,66.53,308.69,0.955,2.26,2.04,4,8,28,,,27.50
54091654,"       (2020 WE2)",1.711,0.4143,34.36,57.29,46.50,1.002,2.42,2.24,26,7,102,,,21.90
54091655,"       (2020 WF2)",2.699,0.5755,24.83,55.84,7.72,1.146,4.25,4.43,30,6,78,,,22.10
54091656,"       (2020 WG2)",1.925,0.5546,3.38,48.98,315.35,0.857,2.99,2.67,1,7,34,,,27.20
54091657,"       (2020 WH2)",2.802,0.6291,32.74,276.76,131.26,1.039,4.56,4.69,79,5,125,,,20.00
54091658,"       (2020 WK2)",1.708,0.4475,23.40,58.48,322.62,0.944,2.47,2.23,5,7,156,,,23.70
54091660,"       (2020 WL2)",2.473,0.5849,18.12,46.02,53.62,1.026,3.92,3.89,6,8,64,,,22.30
54091661,"       (2020 WM2)",1.938,0.5994,7.74,251.44,238.10,0.776,3.10,2.7,5,8,45,,,25.10
54092466,"       (2020 WS2)",2.809,0.6609,4.50,89.12,11.58,0.952,4.67,4.71,16,8,44,,,24.60
54092904,"       (2020 WT2)",1.343,0.3060,23.02,263.23,224.28,0.932,1.75,1.56,2207,0,138,,,21.08
54092903,"       (2020 WU2)",2.906,0.6076,6.03,110.80,289.49,1.140,4.67,4.95,32,7,50,,,22.80
54092905,"       (2020 WV2)",2.255,0.5319,10.78,34.63,54.41,1.055,3.45,3.39,15,9,22,,,23.10
54092906,"       (2020 WW2)",1.327,0.3336,5.08,21.10,327.97,0.885,1.77,1.53,2,8,13,,,24.70
54092907,"       (2020 WX2)",1.99,0.5733,5.39,251.27,226.58,0.849,3.13,2.81,5,8,27,,,26.90
54092908,"       (2020 WY2)",2.281,0.5357,9.23,103.13,262.41,1.059,3.50,3.45,25,7,38,,,21.80
54092909,"       (2020 WZ2)",1.136,0.1421,6.71,241.38,144.31,0.974,1.30,1.21,6,6,65,,,28.10
54092910,"       (2020 WA3)",1.442,0.3420,1.76,244.87,133.20,0.949,1.93,1.73,19,7,48,,,26.60
54092911,"       (2020 WB3)",2.474,0.6142,20.51,5.90,29.07,0.955,3.99,3.89,76,6,75,,,20.30
54092912,"       (2020 WC3)",1.4,0.1939,16.83,252.96,193.10,1.129,1.67,1.66,1866,0,156,,,22.46
54092915,"       (2020 WE3)",1.48,0.2901,12.72,247.43,188.53,1.051,1.91,1.8,29,7,68,,,25.25
54092913,"       (2020 WF3)",1.069,0.0681,14.21,255.56,8.79,0.996,1.14,1.1,52,4,82,,,23.40
54092914,"       (2020 WG3)",2.251,0.5510,6.07,270.43,110.64,1.011,3.49,3.38,23,8,32,,,24.20
54092916,"       (2020 WH3)",1.765,0.4231,6.58,246.52,186.37,1.018,2.51,2.34,1,8,34,,,26.60
54092917,"       (2020 WJ3)",0.9159,0.3234,48.79,239.31,317.66,0.620,1.21,0.877,12,8,112,,,23.16
54092918,"       (2020 WK3)",1.445,0.3259,7.74,250.59,215.55,0.974,1.92,1.74,23,7,102,,,25.00
54093076,"       (2020 WL3)",2.768,0.5842,63.73,304.99,186.53,1.151,4.39,4.61,103,6,123,,,18.80
54093077,"       (2020 WM3)",2.565,0.4963,40.36,319.36,165.78,1.292,3.84,4.11,1568,0,150,,,18.69
54093078,"       (2020 WN3)",2.558,0.5021,26.65,278.79,76.25,1.274,3.84,4.09,45,6,40,,,19.55
54093080,"       (2020 WO3)",0.7504,0.4774,27.62,244.97,348.66,0.392,1.11,0.65,44,5,115,,,23.01
54093079,"       (2020 WP3)",1.383,0.2285,10.17,57.47,43.54,1.067,1.70,1.63,4,9,20,,,24.60
54093081,"       (2020 WQ3)",1.259,0.1921,3.02,57.31,16.62,1.017,1.50,1.41,91,5,69,,,25.80
54093082,"       (2020 WR3)",1.154,0.3124,13.25,55.60,98.34,0.793,1.51,1.24,14,8,29,,,25.00
54093090,"       (2020 WT3)",1.509,0.5496,58.66,33.01,167.10,0.679,2.34,1.85,2586,2,58,,,18.87
54093091,"       (2020 WU3)",0.8768,0.3506,35.18,61.15,211.15,0.569,1.18,0.821,2,8,32,,,23.30
54093092,"       (2020 WV3)",1.689,0.4018,5.25,241.57,177.69,1.010,2.37,2.19,1,8,19,,,28.00
54093093,"       (2020 WW3)",0.9476,0.0863,17.25,61.99,216.17,0.866,1.03,0.923,9,6,52,,,25.60
54093097,"       (2020 WX3)",1.849,0.4826,5.65,240.98,215.32,0.957,2.74,2.51,6,8,26,,,26.85
54093094,"       (2020 WY3)",1.656,0.4263,0.65,36.23,64.56,0.950,2.36,2.13,6,8,25,,,27.80
54093095,"       (2020 WZ3)",1.045,0.1666,6.66,238.85,86.26,0.871,1.22,1.07,84,3,59,,,26.21
54093096,"       (2020 WA4)",1.457,0.3018,11.29,241.62,186.41,1.017,1.90,1.76,1,8,17,,,27.40
54093098,"       (2020 WB4)",1.395,0.4221,3.25,68.08,70.99,0.806,1.98,1.65,8,8,20,,,26.60
54093099,"       (2020 WC4)",1.284,0.2626,1.35,238.74,225.15,0.947,1.62,1.45,3,7,27,,,28.90
54093100,"       (2020 WE4)",1.428,0.2445,26.06,243.32,199.52,1.079,1.78,1.71,22,7,57,,,23.40
54093102,"       (2020 WH4)",2.821,0.6035,5.51,64.93,5.35,1.119,4.52,4.74,30,8,24,,,25.00
54095164,"       (2020 WJ4)",1.892,0.3552,8.24,95.35,7.16,1.220,2.56,2.6,3104,1,145,,,20.90
54095165,"       (2020 WN4)",1.47,0.3396,5.89,49.25,89.77,0.971,1.97,1.78,176,4,68,,,22.68
54095166,"       (2020 WP4)",1.749,0.4952,10.06,42.61,323.66,0.883,2.61,2.31,19,7,156,,,22.10
54095167,"       (2020 WQ4)",1.958,0.4980,10.90,65.13,334.47,0.983,2.93,2.74,,8,47,,,26.50
54095168,"       (2020 WR4)",1.926,0.4918,4.20,71.33,25.67,0.979,2.87,2.67,13,8,34,,,26.00
54095169,"       (2020 WS4)",1.873,0.5590,0.57,123.13,1.29,0.826,2.92,2.56,2,8,30,,,26.60
54095170,"       (2020 WT4)",0.8682,0.1722,0.80,77.32,169.69,0.719,1.02,0.809,16,7,33,,,27.79
54095171,"       (2020 WU4)",1.872,0.4715,6.04,241.31,162.53,0.989,2.75,2.56,2,8,19,,,26.60
54095172,"       (2020 WV4)",1.427,0.2546,9.62,67.22,343.45,1.064,1.79,1.71,29,6,42,,,24.50
54095178,"       (2020 WW4)",1.786,0.2937,34.77,69.43,11.21,1.261,2.31,2.39,25,7,40,,,21.80
54095179,"       (2020 WX4)",3.402,0.6369,20.16,68.33,333.89,1.235,5.57,6.27,29,6,44,,,21.80
54095180,"       (2020 WY4)",1.992,0.6055,9.79,242.19,117.17,0.786,3.20,2.81,1,8,17,,,28.90
54095181,"       (2020 WZ4)",1.121,0.3400,6.15,232.26,94.38,0.740,1.50,1.19,34,6,88,,,24.36
54095182,"       (2020 WA5)",2.019,0.4951,5.72,307.60,167.56,1.019,3.02,2.87,142,4,284,,,21.78
54095183,"       (2020 WB5)",2.234,0.4504,22.64,229.55,225.13,1.228,3.24,3.34,117,5,55,,,20.50
54095188,"       (2020 WC5)",1.424,0.2149,34.93,94.50,58.98,1.118,1.73,1.7,206,3,133,,,20.10
54096093,"       (2020 WD5)",1.821,0.8084,26.59,76.54,110.28,0.349,3.29,2.46,13,9,20,,,21.90
54096094,"       (2020 WE5)",2.324,0.5872,11.06,71.96,314.16,0.959,3.69,3.54,9,8,39,,,24.00
54096095,"       (2020 WF5)",1.384,0.3527,4.88,64.98,309.43,0.896,1.87,1.63,12,7,35,,,27.78
54096096,"       (2020 WG5)",1.235,0.2534,1.05,71.29,304.88,0.922,1.55,1.37,14,6,54,,,27.75
54096431,"       (2020 WL5)",2.376,0.6134,16.82,30.06,334.18,0.919,3.83,3.66,19,8,48,,,21.40
54096432,"       (2020 WM5)",2.834,0.7041,15.62,67.09,316.30,0.839,4.83,4.77,81,4,204,,,20.22
54096684,"       (2020 WN5)",1.173,0.3772,0.17,255.74,66.87,0.731,1.62,1.27,6,8,23,,,27.96
54096938,"       (2020 WR5)",1.777,0.5709,25.94,163.00,358.62,0.762,2.79,2.37,15,9,19,,,20.50
54097467,"       (2020 WS5)",2.61,0.5549,40.95,84.63,16.96,1.162,4.06,4.22,45,6,129,,,20.78
54097669,"       (2020 WT5)",1.599,0.3900,12.40,129.60,333.23,0.976,2.22,2.02,808,0,109,,,22.28
54097670,"       (2020 WU5)",1.059,0.1017,41.48,112.86,84.48,0.951,1.17,1.09,4003,1,233,0,1,18.69
54097871,"       (2020 WV5)",2.338,0.6755,24.07,56.52,132.05,0.759,3.92,3.58,204,5,55,,,20.27
54098021,"       (2020 WW5)",1.091,0.0836,1.47,80.13,358.11,1.000,1.18,1.14,45,4,39,,,28.74
54098702,"       (2020 WZ5)",1.967,0.4985,3.96,78.04,17.36,0.986,2.95,2.76,22,7,32,,,26.30
54099599,"       (2020 WA6)",2.221,0.4528,21.62,91.50,57.94,1.215,3.23,3.31,1080,2,38,,,20.19
54097667,"       (2020 XA)",1.762,0.4180,25.60,63.79,12.70,1.025,2.50,2.34,10,8,20,,,23.50
54097668,"       (2020 XB)",2.508,0.6205,10.87,250.12,153.13,0.952,4.06,3.97,16,7,36,,,25.20
54097863,"       (2020 XC)",0.9362,0.1089,2.53,68.78,234.07,0.834,1.04,0.906,11,5,53,,,29.04
54097864,"       (2020 XD)",2.486,0.6024,5.55,74.26,23.87,0.989,3.98,3.92,34,6,42,,,25.60
54097865,"       (2020 XE)",2.517,0.7794,2.48,248.45,91.29,0.555,4.48,3.99,7,8,51,,,26.24
54097866,"       (2020 XF)",0.9148,0.0956,4.38,71.22,211.67,0.827,1.00,0.875,31,5,111,,,26.84
54097868,"       (2020 XG)",0.9203,0.3637,1.24,255.54,52.60,0.586,1.26,0.883,7,6,33,,,28.14
54097869,"       (2020 XH)",2.026,0.5140,8.49,75.75,340.92,0.985,3.07,2.88,20,7,130,,,24.59
54097870,"       (2020 XJ)",1.459,0.3168,9.84,258.12,138.24,0.997,1.92,1.76,18,7,53,,,25.30
54097872,"       (2020 XK)",2.275,0.5315,8.17,74.90,13.04,1.066,3.48,3.43,42,6,58,,,24.72
54097873,"       (2020 XL)",1.713,0.4299,22.32,69.45,299.31,0.976,2.45,2.24,3,9,21,,,23.80
54097964,"       (2020 XM)",1.721,0.3195,23.36,71.51,60.23,1.171,2.27,2.26,53,5,39,,,22.13
54097965,"       (2020 XN)",2.017,0.5829,6.02,75.28,58.33,0.841,3.19,2.87,8,7,76,,,24.50
54097966,"       (2020 XO)",1.078,0.4621,7.77,266.48,282.24,0.580,1.58,1.12,7,7,54,,,24.00
54097968,"       (2020 XP)",2.003,0.4986,3.59,254.22,125.48,1.004,3.00,2.83,62,5,81,,,21.88
54097967,"       (2020 XQ)",1.932,0.6525,16.67,56.05,275.93,0.671,3.19,2.69,50,6,49,,,21.45
54097969,"       (2020 XR)",2.498,0.6119,13.95,249.72,163.04,0.970,4.03,3.95,2904,0,135,,,19.90
54097970,"       (2020 XS)",1.293,0.3838,51.43,246.69,61.14,0.797,1.79,1.47,17,7,52,,,21.20
54097971,"       (2020 XU)",1.11,0.2122,24.85,77.26,106.95,0.875,1.35,1.17,19,8,53,,,22.94
54097972,"       (2020 XV)",1.327,0.2099,13.20,79.44,43.85,1.048,1.61,1.53,31,6,61,,,23.89
54097973,"       (2020 XW)",1.513,0.3423,1.74,33.04,24.51,0.995,2.03,1.86,44,7,62,,,24.80
54097974,"       (2020 XX)",1.147,0.2418,10.02,72.13,288.75,0.869,1.42,1.23,2,7,19,,,26.60
54097975,"       (2020 XY)",1.767,0.4285,2.25,67.39,39.11,1.010,2.52,2.35,81,6,59,,,25.31
54097976,"       (2020 XZ)",2.248,0.5537,0.70,62.98,349.12,1.003,3.49,3.37,13,8,20,,,26.10
54097978,"       (2020 XB1)",2.374,0.5780,2.35,249.76,178.95,1.002,3.75,3.66,12,7,36,,,26.30
54097979,"       (2020 XC1)",1.478,0.3332,7.98,74.95,340.25,0.986,1.97,1.8,8,7,26,,,27.00
54097980,"       (2020 XD1)",1.63,0.3775,2.34,237.89,184.76,1.015,2.24,2.08,13,7,22,,,27.10
54097981,"       (2020 XE1)",1.593,0.3860,12.46,71.68,345.07,0.978,2.21,2.01,3,7,21,,,26.68
54097982,"       (2020 XF1)",1.614,0.2811,51.93,246.50,195.92,1.161,2.07,2.05,29,7,66,,,21.73
54098015,"       (2020 XG1)",1.273,0.2957,50.31,77.16,99.03,0.897,1.65,1.44,165,3,86,,,21.80
54098016,"       (2020 XH1)",2.031,0.5822,0.75,171.84,208.59,0.848,3.21,2.89,17,7,174,,,22.98
54098017,"       (2020 XJ1)",1.383,0.2138,7.47,61.43,314.78,1.088,1.68,1.63,53,5,32,,,23.38
54098018,"       (2020 XK1)",1.633,0.3988,3.39,75.75,351.27,0.982,2.28,2.09,2,5,25,,,30.60
54098019,"       (2020 XL1)",1.124,0.1374,11.44,253.04,213.87,0.969,1.28,1.19,1,6,11,,,28.40
54098020,"       (2020 XM1)",0.8238,0.3307,34.51,56.29,202.27,0.551,1.10,0.748,13,8,29,,,21.50
54098022,"       (2020 XN1)",2.618,0.5280,36.77,85.87,42.26,1.236,4.00,4.24,94,5,120,,,19.65
54098023,"       (2020 XO1)",2.133,0.6670,8.57,76.24,73.52,0.710,3.56,3.11,3,8,28,,,23.80
54098024,"       (2020 XP1)",1.107,0.3170,22.91,78.32,249.66,0.756,1.46,1.16,11,8,26,,,24.30
54098025,"       (2020 XQ1)",2.061,0.7127,2.03,233.14,292.89,0.592,3.53,2.96,3,8,22,,,25.70
54098026,"       (2020 XR1)",0.8112,0.4658,35.30,74.63,150.95,0.433,1.19,0.731,13,8,27,,,23.80
54098027,"       (2020 XS1)",1.397,0.1177,28.34,73.44,32.88,1.233,1.56,1.65,2,9,18,,,23.80
54098028,"       (2020 XT1)",1.438,0.2180,28.86,73.41,327.70,1.124,1.75,1.72,2,9,15,,,24.90
54098701,"       (2020 XU1)",1.948,0.3361,14.56,236.52,187.26,1.293,2.60,2.72,67,6,35,,,22.24
54098703,"       (2020 XA2)",1.186,0.2219,7.15,66.32,59.33,0.923,1.45,1.29,7,8,20,,,25.00
54098704,"       (2020 XB2)",1.764,0.5586,2.45,91.56,273.86,0.779,2.75,2.34,10,7,38,,,26.00
54098705,"       (2020 XC2)",1.747,0.2646,26.24,60.52,338.40,1.285,2.21,2.31,13,7,18,,,21.50
54098707,"       (2020 XD2)",1.393,0.1719,22.44,264.12,157.23,1.153,1.63,1.64,14,8,31,,,24.30
54098706,"       (2020 XE2)",2.276,0.4874,2.99,75.91,23.70,1.167,3.39,3.43,62,5,30,,,24.29
54098710,"       (2020 XF2)",1.33,0.1548,20.00,76.83,7.35,1.124,1.54,1.53,2,9,18,,,25.30
54098711,"       (2020 XG2)",1.306,0.3206,16.62,255.84,126.28,0.887,1.72,1.49,1,7,24,,,27.90
54098712,"       (2020 XH2)",0.952,0.1922,1.04,218.33,101.38,0.769,1.13,0.929,9,5,32,,,27.10
54098708,"       (2020 XJ2)",2.525,0.5764,8.96,261.37,158.92,1.069,3.98,4.01,27,7,29,,,24.30
54098709,"       (2020 XK2)",1.438,0.4475,26.85,79.75,260.85,0.794,2.08,1.72,11,8,30,,,23.20
54098713,"       (2020 XL2)",1.473,0.3634,10.64,88.78,275.27,0.938,2.01,1.79,20,7,22,,,24.00
54098714,"       (2020 XM2)",2.284,0.7777,17.91,4.37,200.92,0.508,4.06,3.45,25,7,33,,,19.71
54099342,"       (2020 XN2)",2.072,0.6118,3.73,270.03,101.52,0.804,3.34,2.98,14,8,114,,,23.40
54099343,"       (2020 XO2)",1.385,0.3701,2.38,111.31,262.17,0.873,1.90,1.63,14,7,68,,,24.80
54099344,"       (2020 XP2)",1.028,0.2847,15.82,283.04,280.06,0.736,1.32,1.04,406,1,104,,,22.12
54099345,"       (2020 XQ2)",1.294,0.4010,41.91,77.87,81.65,0.775,1.81,1.47,9,8,104,,,22.70
54099596,"       (2020 XR2)",1.903,0.4481,4.71,48.84,111.01,1.050,2.76,2.63,190,5,62,,,21.25
54099597,"       (2020 XS2)",2.589,0.6150,9.78,75.05,32.35,0.997,4.18,4.17,16,8,35,,,24.90
54099598,"       (2020 XT2)",1.22,0.2392,2.06,166.77,332.50,0.928,1.51,1.35,29,6,63,,,24.67
54099600,"       (2020 XV2)",2.802,0.6310,6.12,119.93,341.65,1.034,4.57,4.69,87,5,85,,,23.42
54099601,"       (2020 XW2)",1.457,0.2687,1.85,359.58,99.89,1.065,1.85,1.76,62,6,34,,,25.00
54099602,"       (2020 XY2)",1.809,0.3248,6.08,101.34,336.39,1.221,2.40,2.43,34,6,28,,,23.20
54099603,"       (2020 XZ2)",1.672,0.4688,7.81,122.89,233.51,0.888,2.46,2.16,15,7,42,,,22.30
54099605,"       (2020 XA3)",2.385,0.6616,9.62,84.92,58.70,0.807,3.96,3.68,12,8,59,,,24.50
54099606,"       (2020 XB3)",2.068,0.5262,5.94,82.51,12.58,0.980,3.16,2.97,4,7,32,,,27.50
54099607,"       (2020 XC3)",2.075,0.5177,21.36,76.60,339.00,1.001,3.15,2.99,17,8,70,,,22.50
54099608,"       (2020 XD3)",1.299,0.2339,14.44,80.96,327.28,0.995,1.60,1.48,11,7,44,,,25.60
54099609,"       (2020 XE3)",2.753,0.6473,1.52,225.95,167.36,0.971,4.53,4.57,13,8,32,,,24.90
54099610,"       (2020 XF3)",1.456,0.2928,12.57,87.31,3.41,1.029,1.88,1.76,14,7,47,,,25.61
54099611,"       (2020 XG3)",2.39,0.5278,3.30,265.56,178.74,1.129,3.65,3.7,10,9,24,,,25.10
54099612,"       (2020 XH3)",1.746,0.3017,24.65,259.82,128.45,1.220,2.27,2.31,55,5,54,,,20.50
54099613,"       (2020 XJ3)",0.807,0.2652,5.56,277.94,326.13,0.593,1.02,0.725,12,7,62,,,25.70
54099614,"       (2020 XK3)",0.9244,0.2702,57.28,254.02,349.53,0.675,1.17,0.889,34,7,75,,,21.73
54099615,"       (2020 XL3)",1.956,0.7946,1.57,282.09,50.09,0.402,3.51,2.73,26,8,112,,,21.27
54099616,"       (2020 XM3)",1.051,0.2586,14.91,91.81,126.96,0.779,1.32,1.08,37,5,42,,,22.72
54099617,"       (2020 XN3)",2.046,0.6891,6.22,275.08,249.19,0.636,3.46,2.93,17,8,40,,,22.90
54099621,"       (2020 XP3)",1.076,0.6770,15.55,81.14,126.03,0.347,1.80,1.12,5,8,28,,,24.70
54099620,"       (2020 XQ3)",2.433,0.5517,2.31,284.60,168.24,1.091,3.78,3.8,61,6,27,,,24.90
54099619,"       (2020 XR3)",1.395,0.1128,25.83,81.90,349.12,1.237,1.55,1.65,16,7,25,,,22.60
54099618,"       (2020 XS3)",1.5,0.4675,14.70,77.07,76.19,0.798,2.20,1.84,10,8,41,,,25.10
54099634,"       (2020 XT3)",1.078,0.3532,16.55,255.60,36.98,0.697,1.46,1.12,21,7,11,,,22.60
54099635,"       (2020 XU3)",2.374,0.6528,5.63,159.90,1.03,0.824,3.92,3.66,34,7,38,,,22.27
54099636,"       (2020 XV3)",0.991,0.1968,31.33,82.22,196.89,0.796,1.19,0.986,368,2,56,,,22.83
54099637,"       (2020 XW3)",1.024,0.0807,7.49,75.77,252.18,0.942,1.11,1.04,7,6,26,,,25.70
54099638,"       (2020 XX3)",1.373,0.2953,0.70,87.26,21.17,0.967,1.78,1.61,8,5,100,0,1,28.48
54099640,"       (2020 XZ3)",1.515,0.6991,11.66,155.55,176.44,0.456,2.57,1.86,483,3,57,,,20.76
54099641,"       (2020 XA4)",2.553,0.5001,16.94,126.40,353.89,1.277,3.83,4.08,1527,0,103,,,21.00
54099642,"       (2020 XB4)",1.093,0.5314,20.26,78.45,136.85,0.512,1.67,1.14,3,9,15,,,23.80
54099644,"       (2020 XC4)",1.191,0.1726,6.53,79.46,344.68,0.985,1.40,1.3,28,5,72,,,26.00
54099643,"       (2020 XD4)",1.374,0.6354,38.93,239.24,354.05,0.501,2.25,1.61,33,6,33,,,20.25
54099646,"       (2020 XE4)",1.094,0.1469,18.79,80.21,288.33,0.933,1.25,1.14,4,7,40,,,25.50
54099647,"       (2020 XF4)",1.056,0.2248,2.99,85.86,83.83,0.818,1.29,1.08,11,5,69,,,27.57
54099645,"       (2020 XG4)",1.322,0.5273,4.62,138.15,51.69,0.625,2.02,1.52,27,7,45,,,23.01
54099648,"       (2020 XH4)",1.473,0.2102,12.67,96.68,4.20,1.164,1.78,1.79,27,6,60,,,23.27
54099942,"       (2020 XJ4)",1.228,0.1749,3.09,24.62,30.86,1.013,1.44,1.36,99,5,28,,,24.70
54099946,"       (2020 XR4)",1.341,0.0853,20.49,70.37,236.11,1.226,1.46,1.55,26,6,18,,,22.30
54099944,"       (2020 XS4)",1.353,0.2290,2.10,251.54,188.45,1.043,1.66,1.57,26,8,11,,,27.10
54099945,"       (2020 XT4)",1.557,0.1945,22.98,268.37,239.30,1.254,1.86,1.94,1504,1,88,,,21.17
54099947,"       (2020 XU4)",1.547,0.3806,2.60,71.32,331.07,0.958,2.14,1.92,4,8,18,,,27.90
54099948,"       (2020 XV4)",1.266,0.4477,2.09,231.41,120.68,0.699,1.83,1.42,11,7,86,,,25.46
54099949,"       (2020 XW4)",2.521,0.5328,23.25,291.75,192.84,1.178,3.86,4,99,5,83,,,21.20
54099950,"       (2020 XY4)",0.8626,0.3497,1.12,261.86,318.66,0.561,1.16,0.801,10,6,75,,,27.00
54099951,"       (2020 XZ4)",1.176,0.2776,7.58,282.57,242.92,0.850,1.50,1.28,16,7,78,,,24.89
54100190,"       (2020 XA5)",0.8209,0.3836,4.39,146.76,118.69,0.506,1.14,0.744,25,6,39,,,24.27
54100191,"       (2020 XB5)",2.511,0.5262,8.69,266.57,167.05,1.190,3.83,3.98,14,8,22,,,23.88
54100192,"       (2020 XC5)",2.34,0.7622,10.03,111.30,225.84,0.556,4.12,3.58,32,7,92,,,20.88
54100193,"       (2020 XD5)",1.613,0.5431,8.59,98.73,115.07,0.737,2.49,2.05,3641,0,139,,,19.84
54100194,"       (2020 XE5)",1.522,0.3899,5.62,214.80,287.65,0.929,2.12,1.88,10,8,33,,,24.71
54100195,"       (2020 XF5)",2.002,0.6709,8.03,89.02,72.89,0.659,3.35,2.83,3,8,14,,,25.40
54100196,"       (2020 XG5)",1.281,0.2449,4.31,75.64,327.40,0.967,1.59,1.45,9,7,35,,,27.10
54100197,"       (2020 XJ5)",1.316,0.3743,6.24,262.72,82.46,0.823,1.81,1.51,5,9,15,,,25.50
54100198,"       (2020 XK5)",2.59,0.5989,9.68,218.83,182.18,1.039,4.14,4.17,7,8,32,,,23.77
54100200,"       (2020 XM5)",1.664,0.3552,26.49,113.93,253.33,1.073,2.25,2.15,54,5,41,,,20.44
54100201,"       (2020 XN5)",1.453,0.3929,8.51,156.58,196.19,0.882,2.02,1.75,37,6,44,,,22.29
54100202,"       (2020 XS5)",1.22,0.2951,21.39,82.81,69.07,0.860,1.58,1.35,9,7,38,,,26.70
54100203,"       (2020 XT5)",1.559,0.4473,21.90,2.51,217.45,0.862,2.26,1.95,276,4,29,,,19.90
54100282,"       (2020 XU5)",2.27,0.4282,0.85,29.88,92.03,1.298,3.24,3.42,111,5,131,,,21.23
54100204,"       (2020 XW5)",1.629,0.3443,14.67,84.74,7.08,1.068,2.19,2.08,13,8,33,,,24.90
54100285,"       (2020 XY5)",2.427,0.5257,11.81,257.60,171.35,1.151,3.70,3.78,52,6,30,,,23.06
54100284,"       (2020 XZ5)",1.402,0.2328,4.22,78.20,354.19,1.076,1.73,1.66,59,6,32,,,25.70
54100286,"       (2020 XA6)",1.346,0.6309,6.76,79.64,252.97,0.497,2.19,1.56,8,8,91,,,24.10
54100287,"       (2020 XB6)",1.46,0.2926,55.28,79.76,58.32,1.032,1.89,1.76,8,9,46,,,22.70
54100289,"       (2020 XC6)",1.66,0.3784,31.12,82.00,321.60,1.032,2.29,2.14,8,8,32,,,24.70
54100288,"       (2020 XD6)",1.077,0.4894,13.61,263.42,297.84,0.550,1.60,1.12,8,8,51,,,25.20
54100290,"       (2020 XE6)",2.416,0.5725,9.51,333.95,21.50,1.033,3.80,3.75,172,5,53,,,19.99
54100291,"       (2020 XF6)",2.581,0.5474,3.59,265.23,216.43,1.168,3.99,4.15,68,6,63,,,22.52
54100292,"       (2020 XG6)",1.169,0.5481,16.81,83.11,239.36,0.528,1.81,1.26,7,9,30,,,24.40
54100293,"       (2020 XH6)",1.673,0.4528,3.55,77.56,54.08,0.916,2.43,2.16,7,7,54,,,26.90
54100294,"       (2020 XJ6)",1.354,0.3819,1.25,94.29,281.31,0.837,1.87,1.58,5,8,22,,,27.30
54100295,"       (2020 XK6)",1.4,0.2391,14.82,258.18,168.85,1.065,1.73,1.66,8,8,38,,,25.30
54100574,"       (2020 XL6)",1.37,0.2833,6.49,95.12,298.95,0.982,1.76,1.6,16,7,24,,,25.20
54100576,"       (2020 XM6)",1.468,0.2848,0.76,105.17,323.27,1.050,1.89,1.78,16,8,23,,,25.80
54100577,"       (2020 XO6)",1.541,0.3573,11.21,80.89,316.13,0.990,2.09,1.91,13,8,16,,,25.40
54100578,"       (2020 XP6)",2.319,0.5463,5.33,90.91,347.99,1.052,3.59,3.53,4,8,25,,,26.30
54100579,"       (2020 XQ6)",0.9633,0.6622,5.31,312.85,278.20,0.325,1.60,0.945,21,7,72,,,22.79
54100580,"       (2020 XR6)",2.786,0.5554,2.06,186.76,243.07,1.239,4.33,4.65,6,9,21,,,22.93
54100581,"       (2020 XU6)",2.213,0.5510,3.90,164.41,6.36,0.993,3.43,3.29,198,4,394,,,21.04
54100582,"       (2020 XV6)",2.042,0.9094,5.78,82.88,222.34,0.185,3.90,2.92,52,6,109,,,22.71
54100583,"       (2020 XW6)",1.488,0.2820,2.21,254.16,198.18,1.068,1.91,1.82,17,8,20,,,26.30
54100584,"       (2020 XX6)",0.8392,0.6894,12.54,88.04,205.21,0.261,1.42,0.769,4,8,20,,,24.00
54100586,"       (2020 XY6)",1.489,0.2995,21.60,75.80,19.95,1.043,1.93,1.82,3,9,14,,,25.30
54100617,"       (2020 XZ6)",1.635,0.3690,3.43,83.17,32.55,1.032,2.24,2.09,83,6,39,,,24.20
54100618,"       (2020 XA7)",1.846,0.4038,14.88,114.51,222.51,1.100,2.59,2.51,6,8,24,,,19.80
54100622,"       (2020 XB7)",2.158,0.5524,6.08,124.15,0.29,0.966,3.35,3.17,32,7,42,,,24.43
54100623,"       (2020 XC7)",2.588,0.5218,17.53,99.72,336.27,1.238,3.94,4.16,48,6,81,,,20.40
54101665,"       (2020 XD7)",1.139,0.1060,1.54,205.90,303.37,1.018,1.26,1.21,113,4,47,,,25.39
54104895,"       (2020 XK7)",2.013,0.5582,8.07,197.58,26.98,0.890,3.14,2.86,2488,1,135,,,19.50
54104897,"       (2020 XM7)",1.715,0.3282,9.10,354.88,23.96,1.152,2.28,2.25,29,6,13,,,22.60
54104896,"       (2020 XN7)",1.748,0.3448,19.65,255.76,225.90,1.145,2.35,2.31,35,6,11,,,22.80
54117559,"       (2020 XJ15)",2.06,0.4210,4.39,333.58,182.51,1.193,2.93,2.96,3421,0,56,,,21.48
