"spkid","full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
3781415,"       (2017 RK2)",2.009,0.5094,0.43,193.61,183.64,0.986,3.03,2.85,6,7,29,,,27.90
3781402,"       (2017 RL2)",1.106,0.0466,2.91,350.93,349.00,1.055,1.16,1.16,31,5,44,,,26.10
3781405,"       (2017 RM2)",2.366,0.5125,3.45,196.07,163.97,1.153,3.58,3.64,4,9,9,,,25.10
3781409,"       (2017 RN2)",2.377,0.5011,6.51,344.14,39.38,1.186,3.57,3.67,38,5,14,,,26.30
3781410,"       (2017 RO2)",1.117,0.1559,18.77,355.03,228.96,0.943,1.29,1.18,37,5,94,,,22.20
3781408,"       (2017 RP2)",1.122,0.1720,2.22,121.51,333.35,0.929,1.31,1.19,235,4,70,,,23.80
3781404,"       (2017 RQ2)",2.432,0.5195,20.97,359.52,19.27,1.169,3.70,3.79,157,5,103,,,20.20
3781406,"       (2017 RS2)",1.263,0.2039,2.99,173.11,153.19,1.006,1.52,1.42,35,6,80,,,26.40
3781407,"       (2017 RT2)",2.068,0.4859,3.13,345.36,314.19,1.063,3.07,2.97,3,9,9,,,24.50
3781412,"       (2017 RU2)",2.025,0.5230,0.35,30.49,357.75,0.966,3.08,2.88,35,7,53,,,25.60
3781417,"       (2017 RV2)",1.546,0.3656,0.21,172.13,149.94,0.981,2.11,1.92,38,6,141,,,26.23
3781411,"       (2017 RW2)",2.487,0.6361,0.99,338.21,70.75,0.905,4.07,3.92,9,8,38,,,25.30
3781414,"       (2017 RX2)",0.7409,0.5449,1.68,174.42,333.99,0.337,1.14,0.638,19,7,43,,,26.55
3781419,"       (2017 RA14)",2.098,0.5044,6.18,74.82,224.54,1.040,3.16,3.04,2079,0,59,,,22.40
3781442,"       (2017 RB15)",1.482,0.3248,1.97,173.37,207.55,1.000,1.96,1.8,10,7,19,,,27.60
3781445,"       (2017 RC15)",2.384,0.4791,9.47,184.72,156.50,1.242,3.53,3.68,37,6,35,,,22.90
3781443,"       (2017 RD15)",2.056,0.4878,7.49,88.53,10.30,1.053,3.06,2.95,2407,0,107,,,19.67
3781444,"       (2017 RE15)",1.337,0.3280,9.86,343.56,76.69,0.898,1.78,1.55,6,9,17,,,24.00
3781449,"       (2017 RF15)",2.138,0.4572,6.59,332.14,332.28,1.160,3.12,3.13,41,7,25,,,22.20
3781447,"       (2017 RG15)",2.125,0.5321,6.82,339.24,319.87,0.994,3.26,3.1,13,8,29,,,23.70
3781446,"       (2017 RH15)",1.39,0.2655,2.17,122.34,305.21,1.021,1.76,1.64,159,4,93,,,22.70
3781448,"       (2017 RJ15)",1.305,0.4276,13.42,347.23,132.04,0.747,1.86,1.49,4,8,14,,,21.80
3781451,"       (2017 RK15)",0.8628,0.4193,5.73,344.59,216.12,0.501,1.22,0.802,1449,3,30,,,25.68
3781450,"       (2017 RL15)",3.051,0.5939,12.64,175.00,207.59,1.239,4.86,5.33,70,5,51,,,22.30
3781452,"       (2017 RM15)",2.494,0.5248,2.91,0.45,91.15,1.185,3.80,3.94,3098,1,69,,,20.17
3781458,"       (2017 RN15)",1.41,0.2140,12.80,354.45,348.81,1.108,1.71,1.67,8,8,17,,,25.10
3781460,"       (2017 RO15)",1.416,0.2115,20.75,171.52,151.58,1.117,1.72,1.69,4,8,13,,,25.40
3781453,"       (2017 RP15)",1.18,0.1909,7.32,354.73,68.32,0.955,1.41,1.28,14,7,26,,,26.50
3781456,"       (2017 RQ15)",1.666,0.6732,9.29,352.70,104.37,0.545,2.79,2.15,8,9,23,,,25.80
3781457,"       (2017 RR15)",1.378,0.4283,18.53,13.46,97.81,0.788,1.97,1.62,1838,1,239,,,20.70
3781454,"       (2017 RS15)",2.608,0.6433,8.76,278.92,116.29,0.930,4.29,4.21,6,9,14,,,22.60
3781459,"       (2017 RT15)",2.154,0.4731,6.30,352.61,314.11,1.135,3.17,3.16,3,9,11,,,23.10
3781455,"       (2017 RU15)",1.319,0.3510,13.71,349.43,279.64,0.856,1.78,1.51,1135,0,73,,,22.80
3781463,"       (2017 RV15)",1.275,0.1206,24.16,351.85,76.64,1.121,1.43,1.44,1297,2,87,,,22.06
3781465,"       (2017 RX15)",2.444,0.5099,17.69,353.05,10.19,1.198,3.69,3.82,45,5,87,,,22.60
3781467,"       (2017 RY15)",1.111,0.1551,16.75,356.83,111.16,0.939,1.28,1.17,245,3,120,,,22.60
3781461,"       (2017 RZ15)",0.9575,0.2566,2.04,162.01,62.43,0.712,1.20,0.937,3,6,9,,,27.10
3781466,"       (2017 RB16)",1.041,0.3104,5.17,9.69,94.72,0.718,1.36,1.06,9,7,19,,,25.60
3781576,"       (2017 RE16)",2.39,0.4705,5.39,189.89,243.13,1.266,3.51,3.7,5606,0,53,,,20.55
3781574,"       (2017 RH16)",0.8745,0.4429,0.62,338.38,226.56,0.487,1.26,0.818,438,3,26,,,26.20
3781575,"       (2017 RK16)",1.431,0.2571,32.03,170.84,129.65,1.063,1.80,1.71,5,9,11,,,24.20
3781573,"       (2017 RL16)",1.017,0.1157,4.12,16.59,220.73,0.900,1.14,1.03,40,5,51,,,25.00
3781577,"       (2017 RM16)",1.178,0.2620,8.88,171.84,105.16,0.869,1.49,1.28,6,7,16,,,27.50
3781579,"       (2017 RN16)",1.202,0.2819,1.99,169.88,108.39,0.863,1.54,1.32,8,7,17,,,28.90
3781595,"       (2017 RO16)",1.466,0.3789,0.76,152.14,260.76,0.910,2.02,1.77,9,7,25,,,27.80
3781596,"       (2017 RP16)",1.125,0.3288,2.37,166.39,90.54,0.755,1.49,1.19,8,7,20,,,27.20
3781580,"       (2017 RQ16)",2.187,0.4750,38.87,352.85,244.88,1.148,3.23,3.23,922,2,50,,,20.20
3781586,"       (2017 RR16)",2.019,0.4723,14.48,353.63,285.59,1.065,2.97,2.87,40,6,28,,,21.70
3781649,"       (2017 RN17)",2.625,0.6995,19.83,230.23,32.40,0.789,4.46,4.25,10,9,15,,,21.70
3781708,"       (2017 RO17)",0.8709,0.3790,0.97,187.67,19.50,0.541,1.20,0.813,8,6,12,,,26.10
3781713,"       (2017 RP17)",1.534,0.1650,14.23,356.44,16.33,1.281,1.79,1.9,8,8,12,,,23.50
3781825,"       (2017 RQ17)",0.6991,0.5186,5.03,159.86,344.01,0.337,1.06,0.585,1,8,16,,,27.72
3781826,"       (2017 RR17)",1.287,0.1591,26.70,159.36,239.66,1.082,1.49,1.46,1,9,11,,,23.60
3781829,"       (2017 RU17)",2.781,0.6230,1.62,244.32,164.66,1.049,4.51,4.64,1,9,6,,,21.31
3781830,"       (2017 RV17)",1.387,0.3332,32.01,174.61,225.44,0.925,1.85,1.63,2,7,60,,,22.60
3781831,"       (2017 RW17)",2.01,0.5932,0.98,173.33,240.76,0.818,3.20,2.85,1,9,6,,,29.50
3781832,"       (2017 RX17)",2.004,0.6684,4.17,345.62,275.52,0.665,3.34,2.84,1,9,6,,,26.20
3781820,"       (2017 RY17)",1.659,0.3782,0.59,187.67,191.89,1.031,2.29,2.14,17,8,24,,,27.20
3781833,"       (2017 RZ17)",1.884,0.4978,10.95,30.30,66.78,0.946,2.82,2.59,1,9,7,,,20.32
3838941,"       (2017 RE110)",1.419,0.0930,9.45,302.57,67.34,1.287,1.55,1.69,951,2,36,,,22.30
54054525,"       (2017 RM122)",1.431,0.1529,1.31,135.28,208.32,1.213,1.65,1.71,60,5,30,,,23.80
3781413,"       (2017 SA)",2.44,0.5486,2.59,85.87,203.52,1.102,3.78,3.81,57,5,24,,,21.80
3781593,"       (2017 SD2)",1.201,0.4288,9.77,346.08,255.49,0.686,1.72,1.32,10,8,20,,,23.60
3781581,"       (2017 SE2)",1.982,0.3732,26.54,4.92,21.26,1.242,2.72,2.79,106,4,72,,,20.60
3781584,"       (2017 SF2)",1.181,0.5771,2.83,97.51,15.66,0.500,1.86,1.28,5,9,12,,,24.20
3781587,"       (2017 SH2)",2.523,0.5337,4.30,41.08,304.93,1.176,3.87,4.01,1480,0,53,,,23.78
3781589,"       (2017 SJ2)",2.505,0.5618,6.57,15.80,318.93,1.098,3.91,3.97,23,8,26,,,23.80
3781585,"       (2017 SK2)",1.435,0.1534,13.73,170.93,223.51,1.215,1.66,1.72,58,5,30,,,23.20
3781582,"       (2017 SL2)",2.435,0.5691,1.01,355.93,56.04,1.049,3.82,3.8,123,4,193,,,22.90
3781591,"       (2017 SM2)",1.319,0.3321,5.81,176.60,239.92,0.881,1.76,1.52,3,6,67,,,27.30
3781594,"       (2017 SN2)",2.064,0.4911,22.87,2.74,354.90,1.050,3.08,2.96,1077,0,201,,,21.10
3781592,"       (2017 SO2)",2.552,0.6907,9.23,123.95,335.24,0.789,4.32,4.08,1667,0,136,,,21.16
3781597,"       (2017 SP2)",2.305,0.6304,30.68,355.25,304.45,0.852,3.76,3.5,4,8,36,,,25.20
3781598,"       (2017 SQ2)",2.384,0.5948,0.87,174.35,151.13,0.966,3.80,3.68,15,7,38,,,25.80
3781612,"       (2017 SR2)",2.044,0.5404,0.92,358.23,35.67,0.939,3.15,2.92,,6,23,,,28.60
3781640,"       (2017 SG10)",1.221,0.1006,35.98,2.14,75.63,1.098,1.34,1.35,14,8,41,,,22.80
3781641,"       (2017 SH10)",2.134,0.4602,5.89,336.33,346.32,1.152,3.12,3.12,1998,0,109,,,20.60
3781645,"       (2017 SJ10)",2.138,0.5091,7.07,15.83,289.35,1.050,3.23,3.13,12,8,46,,,22.90
3781647,"       (2017 SK10)",2.051,0.9317,24.48,3.34,202.43,0.140,3.96,2.94,7,9,35,,,21.40
3781639,"       (2017 SL10)",1.372,0.1345,25.03,172.80,189.92,1.188,1.56,1.61,3,9,9,,,24.20
3781643,"       (2017 SM10)",2.459,0.5224,8.64,19.46,312.92,1.174,3.74,3.86,40,7,48,,,22.30
3781644,"       (2017 SN10)",1.145,0.1783,3.02,181.86,104.19,0.941,1.35,1.23,26,6,52,,,25.70
3781642,"       (2017 SO10)",1.157,0.3130,5.50,348.18,105.54,0.795,1.52,1.25,34,6,54,,,24.60
3781648,"       (2017 SP10)",2.108,0.5142,11.25,181.57,194.14,1.024,3.19,3.06,11,8,39,,,26.10
3781646,"       (2017 SQ10)",2.429,0.5760,0.82,218.19,159.79,1.030,3.83,3.78,9,8,31,,,26.20
3781650,"       (2017 SR10)",1.461,0.3529,0.93,5.22,301.72,0.945,1.98,1.77,13,7,25,,,26.20
3781651,"       (2017 SS10)",0.8532,0.3263,18.65,181.68,323.57,0.575,1.13,0.788,6,6,39,,,25.20
3781697,"       (2017 ST10)",1.612,0.4462,2.46,176.22,236.07,0.893,2.33,2.05,2,7,30,,,28.40
3781711,"       (2017 SQ11)",2.262,0.5222,19.74,19.56,64.33,1.081,3.44,3.4,158,5,67,,,20.70
3781709,"       (2017 SR11)",1.371,0.1344,12.66,184.30,183.56,1.187,1.56,1.61,6,8,12,,,23.90
3781710,"       (2017 ST11)",1.993,0.4236,3.19,148.33,229.45,1.149,2.84,2.81,51,6,33,,,23.90
3781714,"       (2017 SU11)",1.239,0.3176,3.45,320.55,132.92,0.846,1.63,1.38,20,7,42,,,23.70
3781722,"       (2017 SV11)",2.34,0.5285,6.53,343.62,37.81,1.103,3.58,3.58,19,7,48,,,24.00
3781718,"       (2017 SX11)",1.446,0.5065,11.00,331.76,155.28,0.713,2.18,1.74,240,4,60,,,21.00
3781720,"       (2017 SY11)",2.031,0.3794,4.51,275.93,105.46,1.261,2.80,2.89,36,6,39,,,22.40
3781719,"       (2017 SZ11)",1.167,0.2465,4.80,340.83,107.55,0.879,1.45,1.26,7,8,25,,,24.80
3781721,"       (2017 SA12)",1.299,0.4090,23.74,191.93,54.12,0.768,1.83,1.48,7,9,19,,,22.10
3781715,"       (2017 SB12)",2.117,0.5201,0.58,229.53,103.25,1.016,3.22,3.08,3,8,16,,,26.00
3781716,"       (2017 SC12)",2.197,0.5519,7.44,341.97,323.60,0.985,3.41,3.26,3,9,14,,,23.60
3781729,"       (2017 SD12)",1.52,0.3629,6.95,178.58,145.65,0.969,2.07,1.87,9,6,112,,,25.00
3781725,"       (2017 SE12)",1.115,0.2564,2.92,182.01,88.46,0.829,1.40,1.18,5,7,21,,,26.90
3781728,"       (2017 SF12)",1.539,0.2723,14.79,180.45,182.53,1.120,1.96,1.91,8,8,28,,,24.60
3781723,"       (2017 SG12)",2.51,0.4896,4.24,3.62,9.55,1.281,3.74,3.98,35,7,26,,,23.50
3781726,"       (2017 SH12)",1.02,0.1204,16.93,177.50,38.40,0.897,1.14,1.03,2,8,15,,,23.80
3781727,"       (2017 SJ12)",1.42,0.3387,17.17,173.75,267.95,0.939,1.90,1.69,36,7,26,,,22.70
3781724,"       (2017 SK12)",1.726,0.6235,3.37,40.18,58.18,0.650,2.80,2.27,9,8,25,,,23.70
3781736,"       (2017 SL12)",2.726,0.5991,5.30,173.09,211.29,1.093,4.36,4.5,61,8,31,,,22.20
3781732,"       (2017 SM12)",2.569,0.5987,7.76,344.54,47.13,1.031,4.11,4.12,67,7,76,,,23.20
3781730,"       (2017 SN12)",1.491,0.4423,12.31,3.34,73.26,0.831,2.15,1.82,8,9,17,,,25.00
3781731,"       (2017 SO12)",2.561,0.6004,26.73,182.76,204.69,1.023,4.10,4.1,2,9,16,,,23.50
3781735,"       (2017 SP12)",1.804,0.6218,11.56,49.13,224.00,0.682,2.93,2.42,1665,0,105,,,20.56
3781734,"       (2017 SQ12)",2.461,0.5781,1.32,287.80,81.53,1.038,3.88,3.86,28,7,51,,,25.40
3781737,"       (2017 SS12)",1.228,0.3424,1.20,1.26,283.74,0.807,1.65,1.36,7,6,90,,,27.10
3781865,"       (2017 SZ13)",2.661,0.5994,13.21,350.60,6.46,1.066,4.26,4.34,3,9,15,,,25.30
3781866,"       (2017 SA14)",1.414,0.1154,21.24,356.06,15.86,1.251,1.58,1.68,2,9,12,,,23.47
3781868,"       (2017 SB14)",1.284,0.2972,25.64,173.18,328.00,0.902,1.67,1.46,1353,2,93,,,21.00
3781869,"       (2017 SC14)",1.504,0.3253,6.25,178.72,241.56,1.014,1.99,1.84,52,6,53,,,24.40
3781870,"       (2017 SD14)",1.79,0.3046,20.71,170.66,223.52,1.245,2.34,2.4,67,5,24,,,22.90
3781867,"       (2017 SF14)",1.317,0.2273,2.81,66.38,279.17,1.018,1.62,1.51,1235,0,62,,,24.46
3781871,"       (2017 SG14)",1.277,0.2332,47.57,177.20,315.31,0.979,1.58,1.44,1314,0,240,,,20.36
3781872,"       (2017 SH14)",1.703,0.4400,2.39,258.68,149.47,0.954,2.45,2.22,17,8,18,,,24.40
3781873,"       (2017 SJ14)",2.437,0.5161,1.00,158.47,236.38,1.180,3.70,3.81,62,6,32,,,24.20
3781874,"       (2017 SK14)",2.522,0.5951,1.48,172.12,216.04,1.021,4.02,4,14,8,31,,,25.70
3781875,"       (2017 SL14)",1.364,0.2475,3.02,154.95,306.73,1.026,1.70,1.59,146,4,71,,,22.90
3781883,"       (2017 SN14)",0.9795,0.4392,24.98,316.25,287.36,0.549,1.41,0.969,1641,1,235,,,18.92
3781881,"       (2017 SO14)",2.495,0.5598,3.88,258.21,129.41,1.098,3.89,3.94,80,5,56,,,24.00
3781880,"       (2017 SP14)",1.829,0.4166,8.82,191.93,181.39,1.067,2.59,2.47,37,7,37,,,25.50
3781879,"       (2017 SQ14)",1.492,0.3048,11.97,185.41,183.56,1.037,1.95,1.82,6,8,33,,,26.70
3781878,"       (2017 SR14)",1.37,0.1561,24.81,187.81,200.93,1.157,1.58,1.6,3,9,34,,,24.00
3781877,"       (2017 SS14)",2.521,0.5994,4.68,352.09,343.58,1.010,4.03,4,3,8,22,,,26.70
3781882,"       (2017 ST14)",2.491,0.7012,2.56,307.13,134.24,0.744,4.24,3.93,19,7,77,,,23.50
3781884,"       (2017 SU14)",2.083,0.5346,6.45,188.16,137.38,0.969,3.20,3.01,6,8,43,,,26.00
3781886,"       (2017 SV14)",1.308,0.0872,19.73,189.47,148.33,1.194,1.42,1.5,63,6,33,,,23.30
3781885,"       (2017 SW14)",2.252,0.4556,33.17,0.04,87.53,1.226,3.28,3.38,209,3,80,,,19.20
3781893,"       (2017 SG16)",2.309,0.5509,2.10,351.13,7.58,1.037,3.58,3.51,6,8,30,,,26.50
3781890,"       (2017 SH16)",1.492,0.4787,8.23,186.55,254.73,0.778,2.21,1.82,10,7,48,,,25.20
3781888,"       (2017 SJ16)",2.182,0.5286,7.20,184.45,180.46,1.029,3.34,3.22,6,8,27,,,26.00
3781889,"       (2017 SK16)",1.46,0.4482,3.84,359.09,285.40,0.806,2.11,1.76,32,7,56,,,22.90
3781897,"       (2017 SL16)",0.9975,0.1519,8.79,182.32,69.24,0.846,1.15,0.996,1472,0,76,0,1,25.92
3781898,"       (2017 SM16)",2.89,0.5708,3.14,207.65,178.32,1.240,4.54,4.91,91,5,61,,,21.60
3781896,"       (2017 SN16)",1.016,0.1457,13.38,2.65,136.82,0.868,1.16,1.02,736,1,103,,,23.30
3781894,"       (2017 SO16)",2.33,0.4559,7.05,13.31,22.57,1.268,3.39,3.56,87,5,65,,,20.70
3781895,"       (2017 SQ16)",1.049,0.0333,21.10,359.06,99.18,1.014,1.08,1.07,6,7,25,,,25.00
3781900,"       (2017 SR16)",1.402,0.4489,26.39,4.21,281.86,0.773,2.03,1.66,5,8,58,,,24.40
3781899,"       (2017 SS16)",1.481,0.5486,9.65,5.47,91.27,0.669,2.29,1.8,8,8,31,,,26.30
3781891,"       (2017 ST16)",1.364,0.1870,14.44,184.73,206.38,1.109,1.62,1.59,58,6,25,,,24.20
3781901,"       (2017 SU16)",2.608,0.6112,12.50,184.08,180.21,1.014,4.20,4.21,5,8,26,,,26.70
3781905,"       (2017 SK17)",1.084,0.5256,25.07,41.92,206.20,0.514,1.65,1.13,430,2,44,,,21.20
3781911,"       (2017 SL17)",2.738,0.6614,18.61,207.41,227.29,0.927,4.55,4.53,138,5,82,,,22.00
3781909,"       (2017 SM17)",0.9405,0.4835,6.32,326.98,177.28,0.486,1.40,0.912,6,8,22,,,23.60
3781908,"       (2017 SN17)",1.129,0.0550,24.65,191.94,21.46,1.067,1.19,1.2,2244,1,52,,,22.50
3781907,"       (2017 SO17)",2.667,0.5749,19.65,55.77,9.19,1.134,4.20,4.36,1486,0,389,,,18.80
3781906,"       (2017 SQ17)",1.386,0.1871,24.13,179.92,193.24,1.126,1.65,1.63,3,9,9,,,23.90
3781910,"       (2017 SR17)",2.498,0.8960,28.46,155.73,5.71,0.260,4.74,3.95,32,7,29,,,18.80
3781912,"       (2017 SS17)",2.225,0.5054,3.65,211.96,168.77,1.100,3.35,3.32,53,6,80,,,24.00
3781913,"       (2017 ST17)",1.264,0.3260,9.81,9.86,89.09,0.852,1.68,1.42,20,8,20,,,24.80
3781916,"       (2017 SU17)",1.226,0.2942,1.64,182.62,112.13,0.865,1.59,1.36,5,7,34,,,28.00
3781917,"       (2017 SV17)",0.8902,0.2589,4.98,10.57,209.31,0.660,1.12,0.84,21,7,23,,,25.70
3781915,"       (2017 SW17)",2.426,0.6264,5.01,16.99,294.87,0.906,3.95,3.78,2,9,13,,,24.50
3781947,"       (2017 SX17)",1.165,0.2554,2.87,189.78,249.17,0.867,1.46,1.26,8,5,67,,,28.30
3781963,"       (2017 SE19)",2.118,0.5271,8.80,87.29,29.78,1.002,3.23,3.08,2389,0,498,,,19.88
3781962,"       (2017 SF19)",2.283,0.6709,41.10,163.68,79.60,0.751,3.81,3.45,24,7,17,,,20.20
3781964,"       (2017 SG19)",2.432,0.5443,21.46,342.38,340.81,1.108,3.76,3.79,6,8,12,,,23.40
3781971,"       (2017 SJ19)",1.726,0.3964,5.21,185.35,190.45,1.042,2.41,2.27,6,9,12,,,27.10
3781973,"       (2017 SK19)",2.042,0.5697,0.59,285.80,8.24,0.879,3.21,2.92,6,9,13,,,25.30
3781970,"       (2017 SL19)",1.434,0.1954,2.81,143.36,126.43,1.154,1.71,1.72,4399,0,58,,,22.60
3781972,"       (2017 SM19)",1.291,0.0574,24.02,14.49,39.20,1.217,1.37,1.47,35,6,33,,,22.50
3781969,"       (2017 SN19)",1.967,0.5071,33.93,343.92,268.69,0.969,2.96,2.76,1378,1,29,,,19.40
3781967,"       (2017 SO19)",1.702,0.3604,22.78,359.48,332.78,1.089,2.32,2.22,5,9,9,,,24.50
3781991,"       (2017 SP19)",2.53,0.5804,4.91,43.76,342.69,1.062,4.00,4.02,1509,0,118,,,23.11
3781968,"       (2017 SQ19)",2.478,0.5850,5.17,164.77,250.49,1.028,3.93,3.9,5,9,16,,,24.60
3781966,"       (2017 SR19)",2.602,0.5599,14.44,158.05,106.40,1.145,4.06,4.2,1525,0,496,,,19.30
3781979,"       (2017 SS19)",2.627,0.5830,9.69,233.79,190.92,1.095,4.16,4.26,283,4,257,,,19.20
3781974,"       (2017 ST19)",1.672,0.3662,1.73,158.60,288.08,1.060,2.28,2.16,5,9,19,,,22.70
3781978,"       (2017 SU19)",2.338,0.4692,3.85,160.82,224.68,1.241,3.43,3.57,50,6,34,,,22.90
3781977,"       (2017 SV19)",1.063,0.0407,1.30,343.83,156.90,1.020,1.11,1.1,58,5,60,,,25.00
3781975,"       (2017 SW19)",1.344,0.2639,17.26,184.38,143.33,0.990,1.70,1.56,3,8,27,,,26.90
3781976,"       (2017 SX19)",1.415,0.2607,7.34,359.93,7.88,1.046,1.78,1.68,9,8,20,,,27.00
3781989,"       (2017 SY19)",1.666,0.3665,40.96,6.87,9.61,1.055,2.28,2.15,3,8,31,,,24.60
3781985,"       (2017 SZ19)",1.373,0.2505,0.43,169.78,203.58,1.029,1.72,1.61,31,7,34,,,27.60
3781983,"       (2017 SA20)",1.1,0.1918,0.13,35.04,248.90,0.889,1.31,1.15,25,6,41,,,28.30
3781981,"       (2017 SB20)",0.973,0.2173,5.44,11.85,116.31,0.762,1.18,0.96,20,6,43,,,25.00
3781984,"       (2017 SC20)",1.682,0.4563,10.38,186.03,120.68,0.914,2.45,2.18,24,7,59,,,23.80
3781986,"       (2017 SD20)",0.8518,0.4531,6.48,187.41,37.23,0.466,1.24,0.786,3,6,38,,,26.10
3781990,"       (2017 SE20)",0.7544,0.3706,7.31,4.58,192.37,0.475,1.03,0.655,4,7,23,,,27.90
3781980,"       (2017 SF20)",1.806,0.4928,3.07,183.18,137.34,0.916,2.70,2.43,18,7,33,,,28.43
3781982,"       (2017 SG20)",2.505,0.5979,13.20,6.73,24.95,1.007,4.00,3.97,4,8,35,,,25.30
3781987,"       (2017 SH20)",1.039,0.2320,41.69,5.47,246.08,0.798,1.28,1.06,2,9,15,,,23.90
3781988,"       (2017 SJ20)",2.497,0.6710,5.42,189.68,261.17,0.821,4.17,3.95,2788,0,112,,,22.34
3781992,"       (2017 SK20)",1.186,0.1762,17.12,7.71,50.62,0.977,1.40,1.29,6,8,28,,,26.10
3782011,"       (2017 ST20)",1.313,0.1715,15.42,188.66,268.50,1.087,1.54,1.5,2220,0,92,,,22.60
3782010,"       (2017 SU20)",2.366,0.4564,15.28,321.85,26.55,1.286,3.45,3.64,79,5,28,,,21.30
3782012,"       (2017 SV20)",1.303,0.3053,22.72,110.88,119.63,0.905,1.70,1.49,3409,0,186,,,18.80
3782013,"       (2017 SW20)",2.015,0.7992,20.09,83.46,167.64,0.405,3.63,2.86,843,2,55,,,19.36
3782014,"       (2017 SX20)",1.317,0.1723,25.37,188.60,199.71,1.090,1.54,1.51,25,7,26,,,24.10
3782016,"       (2017 SY20)",2.354,0.5556,5.45,204.27,183.80,1.046,3.66,3.61,60,6,113,,,24.20
3782015,"       (2017 SZ20)",1.16,0.1266,20.95,6.08,52.86,1.013,1.31,1.25,8,8,33,,,24.50
3782017,"       (2017 SA21)",2.312,0.5824,4.22,185.41,152.34,0.965,3.66,3.52,2,7,32,,,28.20
3782018,"       (2017 SB21)",1.776,0.4656,11.38,13.82,300.64,0.949,2.60,2.37,25,7,9,,,24.50
3782064,"       (2017 SK21)",1.024,0.5066,36.71,354.51,229.36,0.505,1.54,1.04,8,9,20,,,22.30
3782055,"       (2017 SM21)",1.581,0.3753,13.76,2.29,334.50,0.988,2.17,1.99,4,7,16,,,26.30
3782058,"       (2017 SN21)",1.282,0.2669,8.81,194.37,232.59,0.940,1.62,1.45,6,7,37,,,26.00
3782057,"       (2017 SO21)",1.065,0.0277,11.08,191.16,210.82,1.036,1.09,1.1,30,6,65,,,25.30
3782060,"       (2017 SP21)",0.9806,0.1388,11.20,188.15,69.22,0.844,1.12,0.971,2,5,31,,,27.80
3782056,"       (2017 SQ21)",2.381,0.4960,8.66,152.99,150.23,1.200,3.56,3.67,58,5,33,,,20.20
3785704,"       (2017 SR32)",1.936,0.4455,34.17,136.10,329.37,1.073,2.80,2.69,3031,0,128,,,19.40
3785705,"       (2017 SS32)",0.8374,0.5216,9.93,160.83,59.46,0.401,1.27,0.766,2611,1,22,,,22.78
3785706,"       (2017 SY32)",1.147,0.4371,26.03,220.44,271.05,0.646,1.65,1.23,636,1,53,,,21.30
3785724,"       (2017 SZ32)",1.511,0.6697,9.51,357.29,255.67,0.499,2.52,1.86,1,8,15,,,29.23
3785707,"       (2017 SA33)",1.533,0.2649,11.51,352.04,358.02,1.127,1.94,1.9,1,9,10,,,23.55
3785708,"       (2017 SB33)",1.711,0.6100,10.34,231.99,231.71,0.667,2.75,2.24,1,9,9,,,23.23
3785709,"       (2017 SC33)",1.077,0.3201,16.22,318.34,205.38,0.732,1.42,1.12,1,9,6,,,22.14
3785711,"       (2017 SE33)",2.627,0.6169,1.01,176.98,163.03,1.006,4.25,4.26,7,8,11,,,27.70
3785713,"       (2017 SG33)",2.08,0.4557,5.14,189.01,116.60,1.132,3.03,3,1,9,6,,,23.78
3785714,"       (2017 SH33)",1.646,0.2498,61.63,224.03,174.96,1.234,2.06,2.11,1,9,11,,,18.63
3785716,"       (2017 SK33)",1.487,0.2720,23.66,166.61,172.90,1.083,1.89,1.81,1,9,6,,,23.25
3785717,"       (2017 SL33)",1.818,0.4309,29.94,148.72,311.91,1.035,2.60,2.45,645,1,109,,,19.90
3785718,"       (2017 SM33)",2.06,0.4979,16.87,180.47,38.38,1.034,3.09,2.96,2,9,6,,,18.85
3782020,"       (2017 TA)",1.304,0.2413,19.70,193.01,199.04,0.990,1.62,1.49,3,7,41,,,24.80
3782019,"       (2017 TB)",1.041,0.2095,1.12,190.56,273.24,0.823,1.26,1.06,2,6,30,,,29.10
3782054,"       (2017 TB1)",1.447,0.2491,18.52,196.10,176.89,1.087,1.81,1.74,12,8,33,,,24.80
3782059,"       (2017 TC1)",2.491,0.9695,9.29,274.37,253.07,0.076,4.91,3.93,22,8,54,,,20.90
3782053,"       (2017 TD1)",1.278,0.3509,13.38,352.52,284.72,0.830,1.73,1.45,3,8,28,,,23.90
3782062,"       (2017 TE1)",2.228,0.5515,7.60,189.96,165.02,0.999,3.46,3.33,19,8,29,,,25.20
3782061,"       (2017 TF1)",1.256,0.1871,0.89,102.58,278.98,1.021,1.49,1.41,74,5,44,,,26.70
3782063,"       (2017 TG1)",1.376,0.2012,23.57,185.82,169.74,1.099,1.65,1.61,58,6,25,,,22.90
3782066,"       (2017 TH1)",2.527,0.5911,8.73,198.65,182.32,1.033,4.02,4.02,1491,0,84,,,25.45
3782065,"       (2017 TJ1)",1.208,0.1788,10.40,289.34,280.87,0.992,1.42,1.33,2952,1,94,,,20.70
3782067,"       (2017 TK1)",2.244,0.5684,9.93,354.46,355.49,0.969,3.52,3.36,157,4,126,,,21.00
3785679,"       (2017 TR1)",2.987,0.6308,23.66,17.67,333.73,1.103,4.87,5.16,65,5,179,,,20.70
3785682,"       (2017 TS1)",1.713,0.4741,1.47,238.42,86.12,0.901,2.53,2.24,18,7,95,,,24.70
